Policy_ID,Customer_ID,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Payment_Frequency,Policy_Status,Policy_Term_Years,Risk_Category,Agent_ID,Acquisition_Channel
POL000234,C00403,Travel,2024-02-24,2024-03-09,7200.0,599700.0,Monthly,Expired,1,Medium,A0070,Referral
POL000235,C00880,Travel,2024-11-11,2024-12-28,8980.0,748300.0,Annually,Expired,1,Medium,A0023,Corporate
POL000236,C03735,Travel,2024-11-23,2025-01-14,5150.0,505100.0,Annually,Expired,1,Low,A0084,Agent
POL000237,C04453,Motor,2024-07-17,2025-07-17,30190.0,862500.0,Annually,Expired,1,Medium,A0018,Online
POL000238,C00788,Life,2023-07-06,2038-07-06,118670.0,5190000.0,Quarterly,Active,15,Low,A0069,Agent
POL000239,C00542,Health,2023-07-07,2024-07-07,37060.0,1000000.0,Annually,Expired,1,Low,A0032,Corporate
POL000240,C03555,Health,2023-02-27,2024-02-27,75300.0,1500000.0,Monthly,Expired,1,Medium,A0093,Online
POL000241,C02936,Health,2024-09-10,2025-09-10,24490.0,300000.0,Quarterly,Lapsed,1,High,A0019,Agent
POL000242,C04144,Home,2023-11-14,2033-11-14,14700.0,7861600.0,Annually,Active,10,Low,A0035,Corporate
POL000243,C02390,Home,2024-05-09,2039-05-09,2750.0,1251200.0,Annually,Active,15,Medium,A0008,Online
POL000244,C00646,Health,2024-10-06,2026-10-06,94520.0,2000000.0,Annually,Active,2,Low,A0093,Online
POL000245,C01475,Home,2023-09-12,2033-09-12,6750.0,3610200.0,Annually,Active,10,Low,A0083,Agent
POL000246,C02618,Motor,2024-04-03,2025-04-03,38930.0,1112300.0,Annually,Expired,1,Medium,A0053,Agent
POL000247,C03585,Health,2025-02-24,2027-02-24,28100.0,500000.0,Monthly,Active,2,Medium,A0045,Agent
POL000248,C03577,Motor,2023-10-28,2024-10-27,11890.0,339900.0,Annually,Expired,1,Medium,A0089,Bancassurance
POL000249,C00952,Health,2025-03-15,2027-03-15,42600.0,750000.0,Quarterly,Lapsed,2,Medium,A0026,Agent
POL000250,C00975,Motor,2025-08-17,2026-08-17,15280.0,335900.0,Annually,Lapsed,1,High,A0011,Agent
POL000251,C03252,Motor,2025-03-29,2026-03-29,76090.0,1672300.0,Annually,Lapsed,1,High,A0006,Bancassurance
POL000252,C01400,Home,2023-05-04,2033-05-04,8000.0,3638100.0,Annually,Active,10,Medium,A0011,Online
POL000253,C03547,Travel,2025-06-16,2025-06-29,2500.0,245200.0,Annually,Expired,1,Low,A0092,Corporate
POL000254,C01584,Home,2024-12-26,2025-12-26,15480.0,7038400.0,Annually,Expired,1,Medium,A0057,Bancassurance
POL000255,C02750,Motor,2025-07-21,2026-07-21,33210.0,949000.0,Annually,Active,1,Medium,A0041,Agent
POL000256,C01348,Home,2024-10-11,2034-10-11,12490.0,6679800.0,Annually,Active,10,Low,A0009,Agent
POL000257,C03353,Travel,2025-07-05,2025-08-24,9730.0,954400.0,Annually,Expired,1,Low,A0083,Bancassurance
POL000258,C04687,Home,2023-04-23,2028-04-23,6580.0,3520500.0,Annually,Active,5,Low,A0094,Agent
POL000259,C04026,Home,2023-10-06,2038-10-06,2810.0,1503600.0,Annually,Active,15,Low,A0017,Agent
POL000260,C04253,Life,2025-03-06,2045-03-06,45860.0,3207300.0,Monthly,Cancelled,20,Medium,A0098,Agent
POL000261,C00950,Health,2023-06-07,2025-06-07,9590.0,300000.0,Monthly,Expired,2,Low,A0068,Referral
POL000262,C01834,Life,2024-08-14,2039-08-14,57510.0,3333000.0,Monthly,Active,15,Low,A0035,Agent
POL000263,C01498,Life,2023-11-25,2053-11-25,56030.0,2793000.0,Annually,Active,30,Low,A0026,Online
POL000264,C04741,Health,2024-10-03,2026-10-03,22610.0,500000.0,Monthly,Active,2,Low,A0037,Online
POL000265,C02408,Health,2024-11-09,2026-11-09,67000.0,1000000.0,Monthly,Active,2,Medium,A0092,Corporate
POL000266,C00841,Motor,2025-04-15,2026-04-15,18260.0,521700.0,Annually,Active,1,Medium,A0006,Agent
POL000267,C01886,Health,2023-07-06,2026-07-06,15780.0,300000.0,Annually,Active,3,Medium,A0046,Online
POL000268,C03585,Home,2024-07-23,2029-07-23,6980.0,3734900.0,Annually,Active,5,Low,A0042,Online
POL000269,C02157,Motor,2023-04-25,2024-04-24,38840.0,1109800.0,Annually,Lapsed,1,Medium,A0040,Referral
POL000270,C03416,Health,2023-12-30,2024-12-28,33920.0,750000.0,Monthly,Expired,1,Low,A0065,Agent
POL000271,C01054,Travel,2023-09-08,2023-10-09,10860.0,905200.0,Annually,Expired,1,Medium,A0088,Agent
POL000272,C03538,Health,2024-12-03,2026-12-03,12540.0,300000.0,Monthly,Active,2,Medium,A0004,Agent
POL000273,C00191,Health,2025-08-28,2027-08-28,12950.0,300000.0,Annually,Active,2,Low,A0045,Corporate
POL000274,C00768,Life,2023-08-26,2033-08-26,84420.0,4892600.0,Quarterly,Active,10,Low,A0088,Agent
POL000275,C04605,Motor,2024-06-22,2025-06-22,61480.0,1756500.0,Annually,Expired,1,Medium,A0087,Online
POL000276,C02926,Motor,2024-05-28,2025-05-28,15560.0,444700.0,Annually,Expired,1,Medium,A0094,Agent
POL000277,C01703,Life,2025-09-11,2045-09-11,68140.0,3579000.0,Annually,Cancelled,20,Low,A0043,Agent
POL000278,C00867,Motor,2023-09-15,2024-09-14,37650.0,1075800.0,Annually,Expired,1,Medium,A0079,Agent
POL000279,C03623,Life,2023-02-06,2043-02-06,48440.0,3187000.0,Annually,Active,20,Medium,A0053,Agent
POL000280,C01248,Health,2025-08-05,2027-08-05,66300.0,1500000.0,Quarterly,Active,2,Low,A0078,Online
POL000281,C04489,Motor,2024-12-29,2025-12-29,23700.0,796500.0,Annually,Expired,1,Low,A0025,Corporate
POL000282,C00249,Health,2024-04-18,2026-04-18,38080.0,1000000.0,Annually,Lapsed,2,Low,A0040,Referral
POL000283,C00585,Health,2023-05-23,2026-05-23,28100.0,500000.0,Quarterly,Active,3,Medium,A0080,Bancassurance
POL000284,C01052,Health,2024-02-09,2025-02-09,21330.0,500000.0,Annually,Expired,1,Low,A0099,Online
POL000285,C00398,Motor,2025-03-10,2026-03-10,16970.0,484800.0,Annually,Active,1,Medium,A0080,Bancassurance
POL000286,C00565,Life,2023-03-09,2043-03-09,31210.0,1356800.0,Annually,Active,20,Medium,A0041,Bancassurance
POL000287,C04072,Motor,2025-01-02,2026-01-02,50710.0,1448900.0,Monthly,Active,1,Medium,A0082,Agent
POL000288,C04823,Life,2025-09-28,2050-09-28,280920.0,11754000.0,Annually,Active,25,Medium,A0026,Agent
POL000289,C00497,Motor,2025-06-25,2026-06-25,48550.0,1387200.0,Annually,Active,1,Medium,A0036,Bancassurance
POL000290,C04965,Life,2023-01-18,2033-01-18,76520.0,3630000.0,Quarterly,Active,10,Low,A0038,Corporate
POL000291,C01229,Health,2025-03-16,2027-03-16,88400.0,2000000.0,Monthly,Active,2,Low,A0075,Online
POL000292,C00478,Motor,2023-03-11,2024-03-10,34790.0,993900.0,Annually,Expired,1,Medium,A0071,Online
POL000293,C04140,Motor,2025-08-11,2026-08-11,15400.0,439900.0,Monthly,Active,1,Medium,A0022,Online
POL000294,C01461,Travel,2023-07-20,2023-08-11,7620.0,746700.0,Annually,Expired,1,Low,A0064,Online
POL000295,C01393,Home,2024-10-16,2034-10-16,15390.0,6995700.0,Annually,Lapsed,10,Medium,A0091,Corporate
POL000296,C00139,Life,2024-10-11,2049-10-11,82830.0,4293000.0,Monthly,Active,25,Low,A0025,Online
POL000297,C04091,Motor,2024-02-25,2025-02-24,40690.0,1367700.0,Annually,Expired,1,Low,A0098,Agent
POL000298,C01243,Health,2023-04-27,2026-04-27,30090.0,750000.0,Annually,Active,3,Low,A0053,Referral
POL000299,C00443,Motor,2025-06-05,2026-06-05,14320.0,314700.0,Annually,Active,1,High,A0071,Online
POL000300,C03044,Travel,2025-04-08,2025-06-07,1500.0,65400.0,Annually,Lapsed,1,Low,A0040,Online
POL000301,C02098,Health,2024-03-18,2025-03-18,85340.0,2000000.0,Monthly,Expired,1,Low,A0054,Corporate
POL000302,C02198,Health,2024-12-15,2026-12-15,69360.0,1500000.0,Annually,Active,2,Low,A0075,Agent
POL000303,C03533,Motor,2024-05-15,2025-05-15,41420.0,1183300.0,Monthly,Expired,1,Medium,A0046,Online
POL000304,C04318,Life,2023-05-16,2043-05-16,43630.0,2121000.0,Monthly,Lapsed,20,Low,A0097,Online
POL000305,C04250,Home,2024-08-30,2034-08-28,14830.0,6739700.0,Annually,Active,10,Medium,A0044,Agent
POL000306,C02644,Health,2023-06-04,2025-06-04,12190.0,300000.0,Annually,Expired,2,Low,A0083,Agent
POL000307,C02727,Health,2024-07-26,2026-07-26,57120.0,1500000.0,Annually,Active,2,Low,A0082,Bancassurance
POL000308,C00579,Health,2024-07-12,2025-07-12,108800.0,2000000.0,Quarterly,Expired,1,Medium,A0072,Online
POL000309,C04021,Motor,2025-09-28,2026-09-28,32340.0,1087200.0,Annually,Active,1,Low,A0078,Agent
POL000310,C01973,Motor,2025-05-15,2026-05-15,20110.0,574700.0,Monthly,Active,1,Medium,A0007,Bancassurance
POL000311,C04115,Motor,2024-04-30,2025-04-30,24280.0,693800.0,Annually,Lapsed,1,Medium,A0054,Online
POL000312,C01495,Home,2023-11-29,2028-11-28,4770.0,2549000.0,Monthly,Active,5,Low,A0032,Agent
POL000313,C01895,Motor,2025-02-07,2026-02-07,71670.0,1575300.0,Annually,Active,1,High,A0070,Online
POL000314,C02583,Life,2023-09-19,2053-09-19,28790.0,2028300.0,Quarterly,Active,30,Low,A0039,Agent
POL000315,C02208,Travel,2023-11-25,2023-12-28,6910.0,677600.0,Annually,Lapsed,1,Low,A0081,Bancassurance
POL000316,C00838,Health,2025-09-14,2026-09-14,20820.0,500000.0,Quarterly,Active,1,Low,A0060,Agent
POL000317,C02122,Health,2025-04-22,2026-04-22,30470.0,750000.0,Annually,Active,1,Low,A0053,Bancassurance
POL000318,C04575,Health,2024-06-29,2027-06-28,47200.0,1000000.0,Quarterly,Active,3,Medium,A0099,Online
POL000319,C01894,Health,2025-09-18,2027-09-18,34300.0,750000.0,Annually,Active,2,Low,A0041,Online
POL000320,C00410,Motor,2024-01-11,2025-01-10,19690.0,562400.0,Annually,Expired,1,Medium,A0077,Online
POL000321,C03424,Home,2024-10-21,2039-10-21,4150.0,1886800.0,Annually,Lapsed,15,Medium,A0045,Corporate
POL000322,C03006,Travel,2024-05-10,2024-06-16,10730.0,894200.0,Annually,Expired,1,Medium,A0097,Bancassurance
POL000323,C03094,Life,2024-09-22,2044-09-22,36290.0,2235000.0,Quarterly,Cancelled,20,Low,A0068,Agent
POL000324,C04420,Health,2024-02-18,2025-02-18,20060.0,500000.0,Annually,Lapsed,1,Low,A0017,Referral
POL000325,C00726,Home,2023-01-07,2033-01-07,5990.0,2724600.0,Annually,Active,10,Medium,A0015,Agent
POL000326,C03644,Motor,2023-08-18,2024-08-17,51860.0,1481700.0,Monthly,Expired,1,Medium,A0046,Agent
POL000327,C04242,Health,2025-03-12,2027-03-12,60000.0,1500000.0,Annually,Lapsed,2,Medium,A0001,Bancassurance
POL000328,C04773,Motor,2025-01-30,2026-01-30,31240.0,892500.0,Annually,Active,1,Medium,A0009,Online
POL000329,C04974,Life,2023-09-06,2038-09-06,82510.0,4389000.0,Annually,Active,15,Medium,A0075,Corporate
POL000330,C04740,Motor,2023-09-16,2024-09-15,22460.0,641600.0,Annually,Expired,1,Medium,A0037,Corporate
POL000331,C02376,Home,2025-06-24,2026-06-24,2440.0,1109700.0,Annually,Cancelled,1,Medium,A0010,Referral
POL000332,C00179,Life,2025-07-30,2045-07-28,71110.0,4596600.0,Monthly,Active,20,Low,A0020,Bancassurance
POL000333,C04489,Home,2024-08-09,2039-08-09,9160.0,4900000.0,Annually,Lapsed,15,Low,A0007,Online
POL000334,C03827,Motor,2024-05-20,2025-05-20,47740.0,1364100.0,Annually,Lapsed,1,Medium,A0093,Corporate
POL000335,C03556,Health,2025-10-01,2026-10-01,17760.0,300000.0,Quarterly,Active,1,Medium,A0064,Online
POL000336,C01360,Motor,2024-05-05,2025-05-05,27990.0,799800.0,Annually,Lapsed,1,Medium,A0020,Online
POL000337,C04230,Motor,2024-09-30,2025-09-30,27610.0,788800.0,Monthly,Expired,1,Medium,A0030,Referral
POL000338,C00172,Motor,2024-09-17,2025-09-17,45300.0,1294300.0,Annually,Expired,1,Medium,A0023,Online
POL000339,C04082,Home,2024-07-06,2029-07-06,2980.0,1595000.0,Annually,Active,5,Low,A0065,Agent
POL000340,C03172,Home,2024-07-14,2029-07-14,13650.0,6204000.0,Annually,Active,5,Medium,A0038,Agent
POL000341,C01240,Home,2024-03-05,2025-03-05,11280.0,6031100.0,Annually,Expired,1,Low,A0025,Agent
POL000342,C00982,Life,2023-03-10,2053-03-10,23470.0,1641000.0,Annually,Active,30,Medium,A0090,Agent
POL000343,C04629,Motor,2024-05-23,2025-05-23,47310.0,1351600.0,Annually,Expired,1,Medium,A0092,Bancassurance
POL000344,C00900,Life,2023-06-03,2053-06-03,41270.0,2886000.0,Monthly,Active,30,Medium,A0054,Online
POL000345,C03316,Life,2023-11-23,2038-11-23,96210.0,4620000.0,Annually,Active,15,Low,A0043,Online
POL000346,C03583,Health,2024-07-16,2026-07-16,18280.0,500000.0,Monthly,Active,2,Low,A0094,Online
POL000347,C04570,Home,2025-01-17,2035-01-17,4660.0,2491300.0,Annually,Cancelled,10,Low,A0036,Online
POL000348,C03392,Motor,2023-12-20,2024-12-19,51050.0,1122100.0,Annually,Expired,1,High,A0074,Online
POL000349,C02833,Health,2024-06-12,2027-06-12,13260.0,300000.0,Monthly,Active,3,Low,A0089,Referral
POL000350,C00951,Health,2023-07-22,2025-07-22,31240.0,750000.0,Monthly,Lapsed,2,Low,A0080,Online
POL000351,C04157,Motor,2024-05-10,2025-05-10,53620.0,1532100.0,Annually,Expired,1,Medium,A0008,Online
POL000352,C02700,Health,2024-02-25,2026-02-25,28560.0,750000.0,Annually,Active,2,Low,A0069,Agent
POL000353,C04886,Health,2023-03-25,2025-03-25,32770.0,750000.0,Annually,Expired,2,Low,A0054,Corporate
POL000354,C04270,Health,2025-04-20,2028-04-20,57120.0,1500000.0,Annually,Active,3,Low,A0092,Agent
POL000355,C01246,Travel,2024-04-01,2024-04-27,4150.0,406700.0,Annually,Expired,1,Low,A0032,Agent
POL000356,C00896,Health,2023-10-15,2025-10-15,38080.0,1000000.0,Quarterly,Expired,2,Low,A0033,Agent
POL000357,C01538,Health,2023-01-18,2024-01-18,23880.0,500000.0,Monthly,Expired,1,Low,A0050,Agent
POL000358,C02615,Health,2023-07-26,2025-07-26,40120.0,1000000.0,Monthly,Lapsed,2,Low,A0075,Referral
POL000359,C01271,Health,2024-09-01,2026-09-01,43050.0,750000.0,Annually,Active,2,Medium,A0085,Online
POL000360,C04815,Home,2025-09-17,2035-09-17,14170.0,7578900.0,Annually,Active,10,Low,A0077,Agent
POL000361,C04265,Health,2024-08-30,2027-08-28,28700.0,500000.0,Monthly,Active,3,Medium,A0042,Agent
POL000362,C03349,Health,2024-05-28,2027-05-28,89600.0,2000000.0,Monthly,Active,3,Medium,A0027,Agent
POL000363,C01014,Home,2024-11-04,2029-11-04,17230.0,7833300.0,Annually,Active,5,Medium,A0025,Corporate
POL000364,C03150,Life,2023-05-13,2033-05-13,192930.0,9504000.0,Annually,Active,10,Medium,A0007,Agent
POL000365,C01526,Health,2024-05-28,2026-05-28,20310.0,500000.0,Monthly,Lapsed,2,Low,A0053,Agent
POL000366,C03605,Travel,2025-05-25,2025-06-06,8530.0,710400.0,Annually,Lapsed,1,Medium,A0053,Bancassurance
POL000367,C01923,Travel,2024-10-15,2024-11-26,3190.0,204200.0,Annually,Expired,1,High,A0032,Bancassurance
POL000368,C01020,Home,2024-06-08,2039-06-08,16590.0,7540200.0,Annually,Lapsed,15,Medium,A0064,Bancassurance
POL000369,C01669,Health,2024-03-18,2025-03-18,26650.0,750000.0,Monthly,Expired,1,Low,A0093,Agent
POL000370,C03262,Motor,2023-04-24,2024-04-23,54320.0,1552000.0,Annually,Expired,1,Medium,A0004,Corporate
POL000371,C01240,Motor,2025-05-25,2026-05-25,9730.0,278100.0,Annually,Active,1,Medium,A0052,Agent
POL000372,C03568,Life,2025-02-06,2040-02-06,35070.0,1836100.0,Annually,Active,15,Medium,A0078,Online
POL000373,C00972,Home,2024-06-27,2034-06-27,9510.0,4321400.0,Annually,Active,10,Medium,A0090,Agent
POL000374,C02693,Health,2024-03-11,2025-03-11,22860.0,500000.0,Quarterly,Expired,1,Low,A0070,Bancassurance
POL000375,C01552,Motor,2025-07-27,2026-07-27,59250.0,1692700.0,Monthly,Active,1,Medium,A0069,Corporate
POL000376,C03628,Travel,2025-02-02,2025-03-26,2660.0,221700.0,Annually,Expired,1,Medium,A0085,Online
POL000377,C02394,Motor,2023-06-27,2024-06-26,35610.0,1017500.0,Annually,Expired,1,Medium,A0053,Online
POL000378,C01759,Life,2025-08-03,2040-08-03,114800.0,6636000.0,Monthly,Active,15,Medium,A0090,Agent
POL000379,C02223,Travel,2023-11-29,2023-12-10,1870.0,182900.0,Annually,Expired,1,Low,A0040,Agent
POL000380,C01665,Home,2025-04-07,2030-04-07,14420.0,6556600.0,Annually,Active,5,Medium,A0087,Online
POL000381,C04791,Travel,2023-04-18,2023-06-06,7300.0,715500.0,Monthly,Expired,1,Low,A0005,Bancassurance
POL000382,C04909,Health,2025-01-08,2027-01-08,27500.0,500000.0,Quarterly,Active,2,Medium,A0096,Online
POL000383,C03689,Motor,2025-01-07,2026-01-07,59430.0,1306100.0,Annually,Active,1,High,A0064,Agent
POL000384,C04753,Health,2025-04-20,2027-04-20,42160.0,1000000.0,Monthly,Active,2,Low,A0057,Online
POL000385,C00762,Life,2025-08-11,2040-08-11,215340.0,12030000.0,Monthly,Active,15,Medium,A0033,Agent
POL000386,C02150,Health,2023-03-23,2025-03-23,23380.0,500000.0,Annually,Expired,2,Low,A0016,Agent
POL000387,C02434,Motor,2023-12-24,2024-12-23,46150.0,1318700.0,Annually,Expired,1,Medium,A0065,Online
POL000388,C02568,Health,2024-09-14,2025-09-14,45730.0,1000000.0,Monthly,Expired,1,Low,A0016,Corporate
POL000389,C04278,Health,2023-12-09,2026-12-09,38590.0,1000000.0,Annually,Active,3,Low,A0050,Referral
POL000390,C01202,Health,2025-01-25,2028-01-25,34300.0,750000.0,Annually,Active,3,Low,A0013,Referral
POL000391,C04732,Health,2023-09-04,2025-09-04,98000.0,2000000.0,Quarterly,Expired,2,Medium,A0006,Online
POL000392,C01061,Life,2025-03-19,2040-03-19,43600.0,2259700.0,Monthly,Active,15,Low,A0004,Online
POL000393,C00764,Life,2024-06-08,2039-06-08,85130.0,4933400.0,Quarterly,Active,15,Low,A0067,Corporate
POL000394,C03446,Health,2024-10-25,2025-10-25,12800.0,300000.0,Annually,Expired,1,Low,A0081,Agent
POL000395,C02879,Motor,2024-10-10,2025-10-10,52310.0,1494500.0,Annually,Expired,1,Medium,A0100,Agent
POL000396,C02823,Home,2023-09-11,2028-09-11,5990.0,3202200.0,Annually,Active,5,Low,A0052,Online
POL000397,C00536,Motor,2025-09-30,2026-09-30,26180.0,748000.0,Annually,Active,1,Medium,A0016,Corporate
POL000398,C02053,Motor,2025-03-06,2026-03-06,16560.0,473200.0,Annually,Active,1,Medium,A0099,Bancassurance
POL000399,C00061,Health,2023-04-17,2025-04-17,32380.0,750000.0,Monthly,Lapsed,2,Low,A0056,Referral
POL000400,C01276,Motor,2023-01-13,2024-01-13,45120.0,1289100.0,Annually,Expired,1,Medium,A0036,Online
POL000401,C04635,Health,2023-05-24,2026-05-24,20060.0,500000.0,Annually,Active,3,Low,A0082,Agent
POL000402,C01127,Travel,2025-02-04,2025-03-09,9540.0,795000.0,Annually,Lapsed,1,Medium,A0056,Corporate
POL000403,C04310,Home,2024-11-06,2034-11-06,17450.0,7933300.0,Annually,Active,10,Medium,A0098,Online
POL000404,C02630,Motor,2024-11-20,2025-11-20,6460.0,184700.0,Annually,Expired,1,Medium,A0093,Agent
POL000405,C03683,Life,2024-02-03,2034-02-03,87040.0,4971000.0,Annually,Active,10,Low,A0014,Agent
POL000406,C03024,Travel,2024-04-27,2024-05-23,6700.0,558400.0,Annually,Expired,1,Medium,A0069,Agent
POL000407,C01111,Life,2023-09-29,2038-09-28,33720.0,2358200.0,Quarterly,Active,15,Medium,A0057,Online
POL000408,C02022,Health,2024-12-07,2025-12-07,79220.0,2000000.0,Annually,Lapsed,1,Low,A0042,Referral
POL000409,C03110,Home,2023-12-19,2028-12-19,4670.0,2496700.0,Annually,Active,5,Low,A0073,Online
POL000410,C00106,Motor,2023-03-05,2024-03-04,53800.0,1537300.0,Annually,Expired,1,Medium,A0013,Bancassurance
POL000411,C01673,Home,2024-03-20,2034-03-20,6390.0,2906200.0,Annually,Active,10,Medium,A0021,Online
POL000412,C03646,Health,2023-09-03,2024-09-03,22860.0,500000.0,Quarterly,Expired,1,Low,A0042,Online
POL000413,C01741,Motor,2023-09-27,2024-09-26,59040.0,1686900.0,Annually,Expired,1,Medium,A0032,Agent
POL000414,C01732,Health,2023-12-24,2024-12-24,112400.0,2000000.0,Quarterly,Expired,1,Medium,A0027,Corporate
POL000415,C04850,Health,2024-01-25,2026-01-25,17400.0,300000.0,Annually,Active,2,Medium,A0017,Agent
POL000416,C01721,Home,2023-11-20,2038-11-20,9770.0,5224500.0,Monthly,Active,15,Low,A0087,Agent
POL000417,C01455,Health,2023-01-07,2025-01-07,12360.0,300000.0,Monthly,Expired,2,Medium,A0092,Agent
POL000418,C01960,Life,2025-07-25,2045-07-25,31620.0,2211000.0,Quarterly,Active,20,Medium,A0096,Bancassurance
POL000419,C00298,Home,2025-04-17,2035-04-17,8060.0,4310500.0,Annually,Active,10,Low,A0046,Agent
POL000420,C03054,Life,2023-01-19,2033-01-19,62150.0,3308400.0,Quarterly,Active,10,Low,A0100,Online
POL000421,C01462,Motor,2023-11-14,2024-11-13,44190.0,1262500.0,Annually,Expired,1,Medium,A0092,Referral
POL000422,C01995,Home,2025-08-23,2030-08-23,12610.0,6740800.0,Annually,Active,5,Low,A0020,Corporate
POL000423,C04928,Life,2023-05-04,2038-05-04,50700.0,2735800.0,Monthly,Active,15,Low,A0081,Agent
POL000424,C01625,Travel,2024-02-08,2024-03-02,9770.0,626400.0,Annually,Expired,1,High,A0043,Referral
POL000425,C04431,Life,2023-06-02,2038-06-02,57190.0,3999000.0,Monthly,Active,15,Medium,A0073,Bancassurance
POL000426,C04316,Home,2023-04-24,2038-04-24,5020.0,2282300.0,Annually,Active,15,Medium,A0079,Agent
POL000427,C04962,Health,2023-03-14,2025-03-14,40800.0,750000.0,Monthly,Expired,2,Medium,A0053,Bancassurance
POL000428,C04737,Motor,2023-12-24,2024-12-23,42330.0,1209300.0,Annually,Expired,1,Medium,A0004,Bancassurance
POL000429,C00564,Motor,2023-07-08,2024-07-07,6720.0,191900.0,Annually,Expired,1,Medium,A0017,Agent
POL000430,C03528,Motor,2024-11-22,2025-11-22,40080.0,1145200.0,Monthly,Expired,1,Medium,A0087,Online
POL000431,C04136,Motor,2023-07-13,2024-07-12,50760.0,1450200.0,Monthly,Expired,1,Medium,A0030,Online
POL000432,C01101,Health,2025-02-25,2027-02-25,30860.0,750000.0,Monthly,Active,2,Low,A0007,Agent
POL000433,C04406,Health,2023-09-20,2024-09-20,62700.0,1500000.0,Quarterly,Expired,1,Medium,A0018,Corporate
POL000434,C02391,Life,2025-06-12,2040-06-12,57030.0,3165000.0,Annually,Active,15,Low,A0036,Agent
POL000435,C03751,Life,2025-05-02,2035-05-02,226730.0,9033000.0,Monthly,Active,10,Medium,A0091,Bancassurance
POL000436,C04016,Life,2025-01-02,2045-01-02,79450.0,4229200.0,Quarterly,Active,20,Low,A0064,Online
POL000437,C00622,Travel,2025-07-06,2025-08-24,10800.0,900400.0,Annually,Expired,1,Medium,A0010,Corporate
POL000438,C04271,Motor,2025-04-07,2026-04-07,56200.0,1605600.0,Annually,Active,1,Medium,A0041,Agent
POL000439,C00486,Home,2025-07-15,2040-07-15,14050.0,7513800.0,Monthly,Active,15,Low,A0050,Bancassurance
POL000440,C00415,Motor,2024-02-20,2025-02-19,45500.0,1300100.0,Annually,Expired,1,Medium,A0071,Referral
POL000441,C02821,Travel,2025-05-08,2025-05-23,4440.0,435000.0,Monthly,Expired,1,Low,A0050,Referral
POL000442,C03634,Motor,2024-12-24,2025-12-24,5610.0,188700.0,Annually,Expired,1,Low,A0081,Online
POL000443,C02607,Life,2023-10-12,2033-10-12,76550.0,4071600.0,Monthly,Active,10,Medium,A0069,Corporate
POL000444,C03723,Home,2024-06-07,2029-06-07,7760.0,4148700.0,Monthly,Lapsed,5,Low,A0047,Agent
POL000445,C00780,Home,2023-05-29,2033-05-28,7990.0,3631200.0,Annually,Active,10,Medium,A0015,Referral
